chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.52941483,0.07250145,0.016470116,0.00049398246,2161.5220160401655,1020750.2500889588,2539.7876033709945,179620.36539328162,4734.049668422965,3952746.3522822615,0.08763512899709303,0.005059046671801867,-1.5649103e-07,0.00012971679,89.10290948275862,-386.15195,9841.946,98.176895,1478.9572,19.006357,157.4285,27.788132,505.9632,14.269538,132.96193,15.551343,75.78093,3.2584047,74.09926,-5.407894,105.57487,-6.2021675,114.55024,3.4201884,54.15621,-3.587135,115.50258,2.842289,36.70466,-6.008635,32.00387,0.26129293,28.583462,-3.3683565,53.979145,-0.5483845,22.518011,-3.9678853,41.075188,3.5022447,56.106163,-2.072132,29.947924,-1.20914,32.09339,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4443213,0.08957261,0.023022484,0.00057018455,2061.4276280032277,953212.1862655316,2486.5177049588096,147952.0017040159,4568.560848057827,3291488.7388966177,0.07942556220794393,0.004307443600615535,8.152432e-08,0.00048210306,151.99908088235293,-379.89844,11457.576,96.49229,1465.4657,18.314293,251.9132,35.854134,617.5053,19.395018,370.78235,13.979886,131.01495,-4.073961,222.17566,-6.4534845,135.73643,-5.9136605,80.07045,2.9596431,37.591454,-7.332548,169.76532,1.3254913,70.6396,-8.07081,24.695217,-5.3878355,40.983414,-4.572716,82.37844,0.86397266,58.22498,-7.4644833,52.50968,3.5202994,71.66885,-3.3241272,34.95753,-1.1584672,32.6075,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.47680673,0.086611584,0.022419248,0.00075798586,2104.1282053964087,1586799.213458949,2364.846889009294,111198.43496287134,4233.22265625,3769445.7083702087,0.09485212053571429,0.011395172975501236,-5.5237115e-07,0.00028204685,112.34714673913044,-384.03635,11536.3,97.33484,1933.7368,14.733874,438.48862,30.565962,527.50354,25.93088,385.25006,15.921116,123.20299,-4.762096,179.67982,-9.627974,209.09071,-6.5172243,162.95601,3.1260371,43.58924,-5.400909,164.95984,-0.26044515,32.729202,-6.5528383,49.440155,-3.170076,50.936928,-1.0613384,29.992527,1.0827318,35.286434,-5.898,66.755,6.3926597,96.043526,-2.0794835,42.571514,-0.37881863,36.077824,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4701471,0.08957247,0.017733632,0.00048338406,1628.301293135342,737216.8979451341,2163.8830518165123,168785.46444712943,3363.9757191051135,2923211.7718088226,0.06581143465909091,0.003447417267097914,-5.307079e-07,0.00031039194,103.359375,-416.6508,8250.786,119.1346,1496.5001,12.76072,278.6579,28.897774,363.80988,20.69305,296.99908,10.197247,123.0502,-5.797688,142.61975,-7.713927,131.49855,-2.4583216,50.382298,2.4303465,48.475792,-0.5910092,75.81273,-0.15369631,27.60924,-3.7824092,27.235485,-2.599235,22.489937,-2.631965,28.133268,-0.2195034,23.336382,-6.8723087,84.55018,0.84278584,38.720074,-1.9852626,21.621904,-0.15941957,24.619764,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.45086232,0.089581594,0.02222094,0.00048131126,1642.966030366137,905557.9617289933,2153.5361729810934,252625.32190460543,3360.129681755515,3521902.3872251953,0.06294998468137254,0.004392117548337216,8.051572e-07,0.0004919729,103.359375,-392.1603,11238.577,123.39555,1637.0741,15.001555,536.2514,27.280312,444.48953,15.9169445,257.12854,11.592986,136.85721,-6.5794706,160.41513,-4.7482686,110.46746,-6.3261747,102.019104,5.371726,52.30722,1.6968577,107.50901,-0.14701065,67.69558,-2.7215858,47.49945,-4.580444,68.02263,-5.621111,58.18027,1.9614726,31.042505,-9.120245,86.68776,3.7479749,51.055733,-4.830078,53.83875,-3.1207004,31.97103,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.57948816,0.07531112,0.004847198,3.3055672e-05,3153.301150556548,655497.8672295331,3142.6136706316906,132636.91046516618,7258.367365056818,2912336.860579893,0.13910308441558442,0.004211704291467382,3.823474e-06,2.5376852e-05,103.359375,-470.2746,8083.272,65.495575,805.06934,20.110134,139.48843,21.777042,436.6234,16.402939,103.69522,0.14711219,74.203384,-2.1727512,77.608315,7.6342163,27.11169,4.0103655,49.24167,3.833404,62.368374,0.30260083,30.808832,4.9763093,39.81207,4.487663,25.873764,6.1985,56.280247,1.9528916,26.125303,4.3294125,23.090107,2.5789182,35.38284,4.16619,20.405046,-2.8248227,20.072006,5.482909,28.85109,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.5354174,0.093027845,0.010514822,0.00013249143,2946.736305738515,1599223.8270702295,2989.1864685196815,303827.4545687841,6491.441544242527,6651743.142454058,0.13276473335597827,0.01230506305996547,-3.7639272e-06,0.00010516727,103.359375,-424.38086,9451.024,77.04843,1696.9948,25.580019,189.95068,11.295721,197.11937,8.130292,113.51042,4.7762556,64.80686,-1.6340696,168.85374,6.48241,106.960396,4.6751833,59.05638,1.4645319,68.47765,3.0337193,44.691994,7.315262,36.22049,1.0647546,45.433773,6.503282,51.73994,0.8706205,22.861917,3.0141773,37.378735,-2.3335304,62.820805,0.83595544,25.299498,-0.121029034,28.964201,3.0425441,42.936005,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4505003,0.09481681,0.021366693,0.00028689957,2768.906674751608,2173539.3992269305,2721.9569295725832,229347.97519985522,5730.82275390625,5883032.217472792,0.1453009711371528,0.018521671758297786,-2.8652316e-06,0.0003184013,129.19921875,-337.6974,7910.932,81.92096,2288.877,22.761374,400.1253,17.03002,392.7446,10.487232,248.05315,6.9814243,82.28244,-4.6930504,97.25122,0.066380724,101.58876,-6.224912,133.45201,-0.24177718,79.8972,-5.9035473,107.31622,6.27288,63.6237,1.4695053,42.448784,0.6207729,69.938805,-0.7866972,27.713491,4.39049,32.152527,-4.4500084,64.525826,3.0071077,40.81234,-3.719452,25.86176,-1.9705347,34.35025,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4907664,0.09191272,0.012428183,0.00027460483,2789.3743598529513,1345606.6274759874,2877.406424349146,301896.922776281,6240.3564453125,6016672.812700272,0.11997767857142858,0.006205743672896403,1.16610785e-07,0.00014138718,129.19921875,-441.35907,10220.791,78.430176,1245.8542,20.903551,352.2623,21.64535,334.04208,11.7924185,68.28797,3.0712612,95.35974,-8.016959,189.87709,1.4238952,75.92799,-1.5862345,127.7305,1.1140364,53.169594,-0.7130938,54.03509,5.4064164,58.18337,-0.02718105,29.670042,3.5856216,23.991821,0.84105676,44.626995,2.0219295,26.815392,-1.8874495,22.167877,3.7896428,31.188667,-5.4230595,36.416077,1.0967635,56.273014,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.47258118,0.09252882,0.009076168,0.00012772524,2872.747054778706,1549737.4565658101,2871.954467983226,265502.5028815495,6361.5234375,5809433.920830488,0.15079171316964285,0.01135613328340102,-2.4199721e-08,5.3354524e-05,161.4990234375,-441.22858,7623.9326,78.93752,1536.9015,21.218868,236.15858,18.34994,262.6672,10.536231,367.6118,-1.3681023,155.72304,-4.927775,94.49238,1.694562,60.55224,1.1314334,52.323112,-0.051534925,45.89634,-2.0240386,70.16422,5.3273816,33.39457,-1.1210917,19.242933,4.726908,44.537807,-0.7363002,19.512278,0.4178372,33.71528,-1.99516,22.749233,0.4130465,18.444315,-5.2048993,43.903175,2.5252767,20.770817,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.52085906,0.08631823,0.011855765,0.00021457438,3039.729587802685,1701650.4573718342,2949.9963266090344,359915.0567755477,6455.486505681818,7170637.7003508145,0.17041015625,0.012440724806352095,-1.352098e-05,0.00010066632,143.5546875,-423.80182,10199.912,81.10318,1429.9485,18.989094,280.1594,6.2389927,146.41275,6.4674144,179.95993,-2.3520534,83.05831,-7.27576,54.1693,-2.37411,133.81288,-2.8648443,80.43651,-0.38500613,28.142622,-6.255922,49.311623,4.84837,18.70883,-5.6955037,42.572952,-2.2527468,73.42617,-0.07695457,21.372965,-0.14593226,27.00085,-5.774794,32.073555,-1.0104785,26.301298,-3.88225,18.08772,-2.136843,17.287724,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.510874,0.10189656,0.014086433,0.00013861846,2511.4756217062113,1549082.5787292712,2702.776179868591,384205.68449697783,5287.869540127841,7497036.539332187,0.11896306818181818,0.013285085189441019,-0.00055583485,7.717227e-05,129.19921875,-423.6567,18741.178,82.04116,2321.7944,15.024185,485.51904,9.210646,371.3589,6.8571596,326.23123,-4.4530363,187.42735,-7.443117,79.71159,-2.0322757,152.12163,0.7146572,103.76032,0.3224136,70.53251,-8.099121,125.519264,3.87569,49.892727,-3.0013607,48.539097,-1.6131954,57.44936,-3.2856612,48.292885,2.001681,36.630836,-2.8055954,28.363056,1.4059824,46.551323,-0.61352646,25.327986,1.2338206,28.191547,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.44111237,0.090027824,0.016363153,0.0002484835,2939.9411801743836,2108195.314957913,2785.292687478456,369292.73602820485,5999.250545058139,7759816.61289334,0.17890397892441862,0.016445449779586833,1.1596177e-05,0.00010995339,117.45383522727273,-396.32767,10933.929,77.51235,1815.9498,16.335333,278.56104,22.799768,444.43015,12.845308,206.44968,-6.4754686,147.00468,-9.237025,136.40257,-10.139694,165.97156,-4.4313235,107.02423,-3.0772233,65.986786,-12.177784,110.95482,1.4303107,70.93004,-4.1346416,39.20698,0.7223796,55.062885,-3.48527,50.960682,0.15639512,15.636332,-5.0141706,20.95624,1.8171612,26.032324,-1.9650562,23.210596,-3.3016236,44.19957,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.49042118,0.08129793,0.031822164,0.0021685604,1967.3119576859212,868350.8376245254,2296.334829064079,233960.16939650264,4094.4317300811067,3610358.2578089247,0.09020157442748092,0.004061902113279244,1.7675733e-06,0.0014761047,117.45383522727273,-366.59607,10395.37,111.297966,1210.4922,10.5696,443.79376,16.351807,595.5447,9.588198,214.49121,16.183277,278.481,1.2317373,108.00884,-4.2876472,162.38394,-3.393611,99.45791,6.90421,91.46414,-7.782,234.4189,1.0735532,60.742443,-6.1870146,106.27922,2.4871578,47.80085,-1.4897803,43.095116,-3.2042515,53.576202,0.5966589,28.540165,0.35094592,35.095898,-3.6953392,30.283756,-0.29169878,45.186165,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.5653312,0.08773126,0.02739369,0.0014005498,2423.387877588349,945005.3758281854,2636.5317593914306,366949.4131696779,5434.499407829122,4380254.81135375,0.09622257313829788,0.0047921465230020485,5.132453e-07,0.00061961845,123.046875,-388.6991,19752.986,90.6433,1934.8696,16.769953,464.74744,22.944975,400.18875,0.78947854,516.03876,17.038057,176.73332,8.6220045,105.28165,2.459563,201.66637,-0.93607056,154.74965,3.8106735,60.467384,-6.744004,127.427704,3.8155942,58.494057,-1.3970912,89.749146,6.084778,40.757755,-4.4369116,65.69605,1.4086411,38.230904,-2.49695,41.676533,-0.2754824,55.926014,-4.084414,38.050144,-2.058893,50.89997,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4672543,0.09750458,0.012847456,0.000117053634,2684.6329725236055,1649682.8415003782,2736.5417263938834,296537.41039445286,5786.115234375,5115336.128259659,0.11483723958333333,0.009542075432671441,-3.0191633e-05,0.00011401614,184.5703125,-407.86124,15191.99,85.58518,1667.3328,20.246357,435.25275,22.176464,253.89804,9.015472,196.97806,5.080308,126.89341,-7.00799,131.70589,-2.5135949,164.80145,-10.036263,213.70943,5.12869,60.38903,-6.188607,61.15974,2.191366,32.833824,-3.9531405,46.17435,1.9982182,98.78351,1.7572503,71.45843,-3.4032366,31.887335,-10.822115,114.7458,0.792838,46.61669,-6.412926,53.6098,2.099355,54.94159,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4929663,0.09910494,0.014725791,0.00019937468,2552.4990440796482,1872968.3089912357,2618.1336083132023,271959.3657823223,5344.696209881757,5574076.431100607,0.11162285332207207,0.009368695780089434,-0.0003147605,0.00014618467,143.5546875,-409.42307,15308.16,83.81279,2242.6714,16.773113,822.71704,26.912218,475.86218,12.43022,537.0582,1.506777,262.31647,1.117262,126.148476,-7.1393337,168.991,-10.952045,205.12842,-1.3280219,103.60683,-5.2435164,142.70164,2.116465,90.17351,-5.3381658,96.0782,5.1433325,113.09017,-0.0034494873,37.531113,3.2232668,54.03136,-7.361548,67.9693,-0.83902115,91.29392,-2.7875397,76.55465,-1.5139976,89.04658,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4893305,0.099809185,0.009621162,7.869656e-05,2681.939387574217,1459076.9022915624,2818.355541431158,215780.79648511484,5871.38671875,4507015.448771417,0.1083221435546875,0.009346422196055451,-0.0003479688,5.62395e-05,117.45383522727273,-442.91092,14697.386,75.146935,1309.6624,23.524809,270.98782,27.656174,708.6582,11.949664,376.92838,3.2245243,196.91829,-0.41506147,167.57468,-2.5223434,127.63739,-6.408386,150.91786,2.106408,48.785202,-11.616147,227.0407,6.1123185,50.820385,-3.5561202,65.974754,3.8458347,36.404842,-0.09060899,38.22791,-3.1641397,49.367016,-4.7560554,42.403477,0.03296411,63.308453,-4.035362,36.65549,0.91287667,47.435436,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4961182,0.07697823,0.018622926,0.00046094917,1621.2642180315577,502640.2803653805,1992.6172951983856,156781.2759381637,3057.8203986672793,2101489.0770954452,0.07205499387254902,0.0020136436284940457,2.1662927e-07,0.00026571954,86.1328125,-382.1307,9424.071,131.01659,988.06885,-9.722013,246.2155,19.715755,361.91336,18.998081,167.24706,6.1658225,98.561905,-9.937529,247.19763,6.114936,69.911995,-3.9073007,57.589413,-3.2531097,43.616997,-3.737535,41.150955,-0.16418704,22.047422,-6.0272026,48.818916,-3.6215904,56.343655,1.463156,36.31549,1.8361167,28.689592,-6.4517407,60.71984,-1.4140954,44.68665,-5.4865985,18.276608,-1.6904415,25.277203,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.4106976,0.10844384,0.04289913,0.0010600656,1801.678884094553,1290569.0543763882,2111.4057668197224,368684.7361540462,3543.4423828125,4988383.476161957,0.0800967261904762,0.00488096838365066,-1.2599713e-06,0.0012064244,112.34714673913044,-323.5509,7989.7266,121.619194,2119.78,4.3491015,527.22534,23.775658,640.663,19.479301,450.60068,2.5462372,212.58621,-8.776339,156.31921,3.4769993,102.611465,-4.3349323,112.65888,-2.4023008,81.0581,-10.234819,142.06818,8.284822,64.28446,-6.232531,48.762207,-5.6249294,50.199986,-4.1108565,57.65841,2.8490949,40.188187,-7.4067326,55.711834,1.5595539,64.66674,-8.976768,42.313824,-2.434251,30.101885,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.37976143,0.08708371,0.012982437,0.0003002011,2575.2034351164457,1272833.865717452,2767.7074096369874,374003.68762083806,5787.921307538007,6526596.078921989,0.13171716638513514,0.005904847292067624,6.517308e-07,0.00018407675,172.265625,-464.8876,9795.087,90.54617,1655.3604,33.90125,187.92549,5.401225,230.7454,-9.572049,158.89595,7.5421333,93.24257,-10.32324,178.37285,-3.239579,134.0728,1.83317,96.73672,-2.5321908,116.25891,-3.4318357,57.29155,-9.091653,59.806694,-9.851664,73.507744,3.0803688,37.676983,0.44628835,46.781715,-0.8986062,56.504223,-3.019394,42.711834,1.2508061,35.618065,-5.7368493,40.664024,-6.0511565,37.26535,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.48596123,0.09343063,0.02275724,0.00048923003,1604.0693806895088,765430.6056966864,2182.551708797948,204075.35098072418,3341.5529504286505,3106067.709421643,0.05086767146017699,0.0026252089563238747,-5.8981806e-07,0.0005922612,135.99917763157896,-411.67432,10747.784,114.40456,1458.21,16.270546,339.88153,32.948273,449.73798,23.30892,405.01846,12.872091,190.4078,1.0998064,130.55745,12.1680355,90.6312,-2.8542092,109.67585,-2.8690333,79.067085,0.31416005,66.52354,6.5178065,78.05311,-6.329411,90.61714,1.2817867,59.646145,-3.928752,60.12037,0.48358694,41.23385,-6.4430027,64.06575,0.5186723,28.016748,0.41298974,26.799898,-3.1335628,31.769535,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.40272462,0.10317374,0.01731038,0.00022921314,2909.1129121170165,2874807.674955848,2843.9686387348092,385795.7289325989,5740.5796875,9960291.370141067,0.18399609375,0.03542187142944335,-0.00033623737,0.00018588008,143.5546875,-412.62552,11512.462,74.96662,2863.5361,42.727474,401.45575,17.609716,256.1118,6.0549498,196.14412,-1.8016584,164.8144,-2.5288434,117.28211,3.5910552,120.98724,-6.2535515,125.59375,1.674641,120.37421,-2.1268017,76.80482,1.9401429,59.157024,-3.836429,45.490147,1.2222928,43.03912,0.565605,50.740772,-0.6358552,38.56051,-3.8922975,71.25724,-0.16902184,30.438002,-0.774081,43.178394,-1.2471995,23.432558,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.5520439,0.072978035,0.0071268184,9.589442e-05,3921.3937459125723,2386940.7161506126,3095.241399657885,309435.1939786385,7453.062903362772,6747042.085779918,0.2569739300271739,0.01978096405364615,6.5918443e-06,4.4600856e-05,117.45383522727273,-463.18515,8356.021,52.357204,2177.6453,43.294567,321.5283,14.195276,161.8997,-2.365037,168.53987,2.5148795,122.28556,-3.5206177,147.97678,0.7133393,114.04693,-1.2457992,78.18092,3.0789628,39.420143,2.7780392,40.438385,4.9926243,40.544754,-1.5857556,36.429432,1.716303,32.936028,-0.21239133,30.211535,0.8074199,39.82091,-4.969266,60.40192,3.009101,18.291336,-1.9724478,23.443916,0.12990503,30.838062,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.50053,0.08228056,0.027355393,0.0011802717,1653.772110120862,980481.093643458,2045.5854452377603,216814.52894319172,2999.036865234375,4057670.599190891,0.08431803385416667,0.004452661607000562,9.2369527e-07,0.00022157554,151.99908088235293,-363.1053,13249.464,131.63225,1941.079,6.7846427,279.7754,1.3236593,238.87209,5.2003856,222.47334,22.622213,106.04118,-4.581822,156.61403,-2.1828675,66.36769,0.43923008,39.19637,-3.4408178,45.961243,-7.7377553,137.164,1.1495197,36.380814,-1.1290504,49.924522,-0.50024897,25.573172,1.4807687,57.650955,-3.537291,21.886976,-3.5815828,22.388372,0.22013287,28.58854,-2.5055118,20.770948,-5.4259667,28.715096,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.463544,0.09332547,0.045235146,0.0017774032,1589.5557767623159,1189579.3937521242,1967.0745707988174,472375.7509434852,3032.8883272058824,5874434.528603603,0.07960707720588235,0.00547959634589489,1.8459898e-06,0.0012097734,107.666015625,-331.81003,10988.873,141.60866,2752.998,18.696978,161.0847,-1.1697319,169.69678,0.33873948,195.95781,26.483177,304.389,-5.3158345,126.34979,-0.69274175,138.37637,-3.4609525,106.75961,-7.7332835,110.61903,-12.15684,159.74759,3.3210237,72.29414,-3.458486,51.32817,-5.453783,74.12643,4.285063,47.8223,-3.0454245,40.905907,-1.6759664,56.33535,-0.69026124,26.569876,-4.078299,35.95173,-6.72427,34.55566,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.46085036,0.08414712,0.0663049,0.0042919796,1674.03351638364,1007882.1182676929,2040.7120497470878,460320.3825240379,3500.42724609375,6016176.065057516,0.0780029296875,0.00332576816990262,-6.7873043e-07,0.001700804,129.19921875,-259.7676,9851.13,132.37317,1975.8705,6.088525,374.899,20.57681,214.37492,-7.9855704,357.26224,13.3843775,391.75702,8.909444,144.53435,4.495565,123.68795,6.780276,124.01458,-2.4856634,66.3525,-7.77647,136.7536,2.2659714,73.47676,1.080026,71.42833,4.517503,43.06094,0.0397396,48.453953,5.713839,92.5974,-5.759348,124.56496,-1.25084,41.83593,-0.9275075,25.14655,-2.0405912,21.102678,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.518097,0.08253216,0.04092186,0.0018721574,1714.3325203566035,1035099.5918423797,2117.6594285555034,326180.78916457255,3535.9646267361113,4007558.624670829,0.07820939429012345,0.004455941930956056,-2.3201696e-06,0.0017477918,151.99908088235293,-336.48184,12813.032,125.79455,1956.9308,17.152937,335.03452,23.721703,424.9873,-3.8857965,174.78525,12.208071,189.93674,1.0574132,153.23112,-2.576668,117.171776,-6.040931,299.32144,-4.8038664,63.271183,-5.8210607,77.390335,-1.3337916,37.096565,0.8751831,19.934423,-4.172593,53.398792,3.6523774,25.748957,0.19040525,17.76355,-3.0323975,54.954266,0.9881308,40.909496,-3.8006585,26.339756,-1.189387,32.323925,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.45363706,0.08709413,0.039331567,0.001762314,1842.8039271846897,1117416.7872491686,2283.989809081925,232431.1734335515,3867.7734375,3178970.013856888,0.07736932663690477,0.006342805026610151,-4.0146438e-07,0.0018193225,129.19921875,-343.54865,11533.312,114.814186,1435.9042,24.055864,549.09564,26.98877,427.4828,1.8756672,124.62987,11.109813,96.222206,-5.0722685,244.99979,1.0015124,72.0253,-6.4391284,105.83097,-3.2556977,32.899307,-4.766764,63.068027,-3.1806102,31.518488,0.5511069,43.861187,-7.336609,66.02957,5.9957266,73.230484,1.3467963,38.89269,-5.594142,82.724174,2.2156482,35.20063,-4.4990935,22.902218,-2.9975603,25.029667,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.45546004,0.095913544,0.032569956,0.00061685673,1998.5592463559983,1637773.0666666746,2350.1954365466804,285109.9238287101,4097.277035920516,6289108.820848505,0.09389860733695653,0.00914404049712904,6.422752e-07,0.0005359853,117.45383522727273,-334.6456,13873.856,107.91952,1847.5607,23.855543,353.0713,19.654388,419.10873,18.216307,821.768,28.583796,169.73627,-8.955635,115.23174,1.3606863,102.56317,3.2288234,105.712425,-3.8746662,62.0057,-10.012735,98.25449,3.3497741,42.140263,-5.134598,138.15425,2.6750364,53.487915,-6.928536,80.976974,7.8849726,63.597046,-2.2318146,74.29734,7.3192563,56.94861,-0.6745365,41.078022,-2.1899912,43.879814,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.36445752,0.094215095,0.028424896,0.0007692498,1612.8057295860294,492078.0474956801,2072.5983265321506,176358.40458023065,3202.934765625,2582584.690115891,0.06406640625,0.001669808563232422,6.2549964e-07,0.0009474404,107.666015625,-356.53928,12833.895,119.38438,1007.27026,-2.2548425,231.31241,27.316753,284.0977,30.553093,301.41672,22.381865,126.41568,-13.728653,114.11781,-1.9981782,42.8996,-4.589493,97.44885,-5.367653,50.63219,-6.886223,76.91174,-3.0641296,80.827675,-2.633381,67.45558,-2.594192,49.284676,-2.5550404,63.499504,6.4943204,28.872757,-3.7170062,145.83743,5.988121,78.87435,-0.5001339,60.51804,0.70240206,19.153734,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
0.31115654,0.09021461,0.03176184,0.0022134618,1461.1313805434775,377468.8532989636,2036.9852581762264,143443.0476662439,2839.079423384233,2263894.4220591397,0.05734530362215909,0.0007439627319820657,2.5673762e-07,0.0017641797,143.5546875,-383.15677,7931.386,107.20574,719.7166,15.013836,188.03223,27.538511,257.17386,42.666424,188.40443,12.228656,42.600307,-12.433272,40.30762,-1.8710656,32.735245,-3.7663374,119.82129,-8.947715,43.95132,-15.116663,75.51968,-8.39967,71.19119,-6.1160808,141.37514,-0.67765856,36.163773,-0.6537473,42.909184,7.0271745,55.143604,3.0475447,20.016102,8.103455,24.057568,4.06212,30.426434,1.5041535,24.343346,05dcd675ff28c44de2d0bd7030c78fb36acf063b2c4637efb8496706947a73aeeddb95018e589fc7a96fa64d5a67220492e13dfb7ffd49b4f959512f3d55328e
